2018-1-30 13:53:45,1598242,257,NDN2L3HVD36ABYEH24NXBZA636VFTILNH5U3LY6K,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,39303266313136643662323931393661,10
2018-1-30 01:09:29,1596400,4100,NAGJG3QFWYZ37LMI7IQPSGQNYADGSJZGJRD2DIYA,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,36303830316636306637336563646263,25
2018-1-29 17:47:36,1594547,257,ND5HNZIIWA4IRCL55YVMWZEEWWZVSQ6HB4CP2Q4R,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,4e42424a5144565a4b50454f4a4c434745493346515133494d375a564f4c4f565a3652434c465656,9000
2018-1-29 08:46:22,1593197,257,NCOE7HHGYE4ZG3NKYY4LM477RW2QPTPAIYZPBYIX,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,33306137393632316637633965313338,5
2018-1-29 08:37:14,1593183,257,NCOE7HHGYE4ZG3NKYY4LM477RW2QPTPAIYZPBYIX,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,,5
2018-1-26 23:37:20,1578866,257,NCP7UH5BT5OHPAWPFFVNR2453BNODJUZJ6777N3N,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,61383734386330336433333130663635,509
2018-1-26 22:28:12,1578388,257,NDMTUFGCJP2YO7FJAVIWEUTCHVKO5UF3L7OD2AQH,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,,0
2018-1-26 19:18:46,1577270,4100,NAGJG3QFWYZ37LMI7IQPSGQNYADGSJZGJRD2DIYA,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,33343238383963333363663037653539,1800
2018-1-26 18:31:22,1577026,257,NBAPJNCPMLPRB3L76GCMO42XRAG4WKYFWMDULIKM,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,30383337636466386166656537376333,900
2018-1-26 14:31:53,1575825,257,NBOKV4EIIKQYNWVWDD4OCK2NFWD765HWGI7VUOBA,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,361ce0b44c3cbc86c77353bf2841c241825f3f30c0be1c3bb7c764fe3fc35bebb4be708ad56b8e85ab2d7e2cf830eb7b5e9386b9328e80d54137878267fd23d5da21119195ff4e4789be571f0dc3a30c,1
2018-1-26 11:17:21,1575305,257,ND2JRPQIWXHKAA26INVGA7SREEUMX5QAI6VU7HNR,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,61393863383063326266633064363637,926.33428
2018-1-26 10:32:34,1575199,257,NBLQ6PE7Z5CVANJNXGOR74UQLOJ2YMGJJOZ4YFAQ,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,33303464303633373563343132356134,5446.513996
2018-1-26 10:15:09,1575160,257,NDAY3WJVK37U46RYNXYOL35PRZHXK7NPPEEDSACX,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,38313434643833353836393235663165,20000
2018-1-26 10:11:36,1575151,4100,NAGJG3QFWYZ37LMI7IQPSGQNYADGSJZGJRD2DIYA,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,63353139356465633764663961333234,20699.81
2018-1-26 09:51:47,1575094,257,NDVG3WBWJAUMSWPTEWZN2JZIS72E7LHUQFIGLTS2,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,39363961373639646533303964376337,501
2018-1-26 09:50:05,1575092,257,NDVG3WBWJAUMSWPTEWZN2JZIS72E7LHUQFIGLTS2,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,3530312e343739,0
2018-1-26 07:34:38,1574824,257,NBZMQO7ZPBYNBDUR7F75MAKA2S3DHDCIFG775N3D,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,63386330623236313862383435666462,985
2018-1-26 07:32:20,1574821,257,NCCITW53P7P6EMGT4FSBZHXN6TY7KL3DWOLPXHTT,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,e382b7e383b3e382ace383bce382bde383b3e382b0e383a9e382a4e382bfe383bce5a4aae794b0e7be8ee5beb3,0.1
2018-1-26 07:02:34,1574735,257,NBQ73BYLVGMO7L2WFG2VVOJHOBWWJKW7D3V7UE4E,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,33353863363134343665356632383339,469.3715
2018-1-26 06:52:57,1574710,257,NBZMQO7ZPBYNBDUR7F75MAKA2S3DHDCIFG775N3D,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,62323832656637313332363432353330,457168.762812
2018-1-26 03:47:35,1574348,257,NBZMQO7ZPBYNBDUR7F75MAKA2S3DHDCIFG775N3D,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,30343739376235396566353838356533,823.3
2018-1-26 03:44:55,1574345,257,NAKII32BQEIYYXCIW42QATLKEKQURL7L6WX5UJDP,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,64363065643966633264356435356333,8998
2018-1-26 00:13:10,1573707,257,NBZMQO7ZPBYNBDUR7F75MAKA2S3DHDCIFG775N3D,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,63386330623236313862383435666462,85
2018-1-25 22:55:03,1573361,257,NDCY4N2HE6WLHHWKMOHBOO4RZAQVLAJTAPEAZXQ6,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,37303435373565633266656133656236,93
2018-1-25 22:24:21,1573238,4100,NAGJG3QFWYZ37LMI7IQPSGQNYADGSJZGJRD2DIYA,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,31646637663433666233373336386334,250
2018-1-25 21:50:56,1573125,257,NCB5GLLVD7DDTB42WKIWMSMTOMZPK2SAJEFR2CS5,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,33386264313931396531393737623463,1893.7279
2018-1-25 21:11:05,1572985,257,NBZMQO7ZPBYNBDUR7F75MAKA2S3DHDCIFG775N3D,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,36663333303137393530356461666537,685
2018-1-25 21:01:53,1572958,4100,NAGJG3QFWYZ37LMI7IQPSGQNYADGSJZGJRD2DIYA,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,65613736643130383335343736636263,250
2018-1-25 20:59:58,1572954,257,NCB5GLLVD7DDTB42WKIWMSMTOMZPK2SAJEFR2CS5,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,33386264313931396531393737623463,10
2018-1-25 21:00:40,1572952,257,NBZMQO7ZPBYNBDUR7F75MAKA2S3DHDCIFG775N3D,NC3BI3DNMR2PGEOOMP2NKXQGSAKMS7GYRKVA5CSZ,61636366633831353236353862316466,896.441237
